0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3849,3096,492,1919,3882,1204,1103,517,1438,2956,2710,690,469,974,501,3489,528,1004,1937,21,2969,3397,2435,204,2389
