0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-3.0492429388453526,9.355641536120336,7.92868916348968,-28.946072076423704,-19.883112315758833,0.13590334504814608,14.867444208612312,-15.594534453048988,-1.7164064519391626,0.7578502913025775,6.72465085703545,-18.04630036043484,-10.57883240718717,-20.607352323535775,-0.4670192773272208,10.95733207433011,-12.47386232805206,1.651107865468014,2.6711336186678722,-0.9438831115689634
-5.030904355778171,15.918271079288019,12.766198018153913,-24.36485443998619,-11.159615985035346,4.613156212928324,9.272438317677638,-10.32661934936098,2.3296852522540044,4.30858628362716,8.593677573883864,-17.15910341310011,-2.0377763517037737,-8.7809075434154,8.380876796021948,4.090617392986443,-18.393818724123896,-0.2495011248224885,-15.934891234375161,-10.78310128357158
-5.247982711187198,-30.643011272523744,-17.50965047307267,-22.858148617657342,-15.571259750584186,6.4815753607753805,12.134141913678803,-0.9343087128905037,15.725888734946473,-6.611585771467262,-6.346267328791774,-21.62397639240196,-19.398296180611695,1.270376946364742,-4.054301694971535,-12.130724300095277,4.652879123171084,10.6101687721043,1.3572076257678884,1.5652546511926873
-15.661185350944303,-17.101553265887965,-1.3045412793723772,-8.777214846338563,6.924212182151551,-2.892679256288085,-20.008961245790196,-13.47816484097076,-9.992111900180266,4.3875144349590665,15.168706988968982,2.032271998729873,8.269390108010727,3.479068027081444,-13.72851868695545,-8.475066594182465,-10.468029545968284,4.284222284766692,6.222914680328393,1.0808221092166304
-20.16974769418829,11.85814576341336,4.72254355268227,0.2911814202972987,4.982489414546016,-7.914893216056673,-2.2411906025809314,-12.468105696214304,7.612907613406175,6.40537001191376,5.638294258442307,0.27487379552911434,-3.209331763215386,-1.1995626982953045,-7.5006659765945685,-14.609969961958704,-5.7195871655262,3.3247172461359225,-1.0350764773064123,19.14611768977042
-1.2406600163101844,7.498327588738561,7.253054481260938,11.722173368981267,-11.142396978374844,4.523696818242425,-1.2047735978821843,-4.243749633098203,-21.632794565142955,1.7536603693800799,-26.28067027914637,9.45343052065928,7.1981851801201735,-10.801150895623435,11.908354048745151,6.598701311488334,-6.11614081834846,5.799706732649443,1.4513882045469317,2.0866925080776513
41.66330352217246,-7.85161887061937,15.680392589096412,17.79698669628115,-16.562813644055886,11.029096646121147,-14.137816274466028,7.370288547301965,15.033159639182614,2.2226320133441853,1.1624168484341557,9.727775934295684,-3.897034895097461,-14.36647972845445,-1.8858411551775742,0.5444088626374556,1.9781072156221584,-15.975353826588174,-10.593680647843016,-6.832260313064456
17.338694644293767,4.646589883686206,19.513707417960838,13.698300366993411,-7.905851957974117,5.636040002756077,-27.926298537068277,8.736016199723894,-1.2060492136177778,-7.8691839669098655,10.119040119613365,6.719646506890609,1.317687956342964,-13.411972085922306,-5.388896387387741,-13.708247506765737,-9.059992458299815,0.09994011204950164,4.67067200150967,11.05122908671855
14.920795697776523,-7.9713686436374855,-13.015620279340455,31.589341900861168,-7.826893711203022,1.269737935840679,-1.3961713036179695,-1.5831595618195893,0.743007816934958,35.0505433444248,-9.816466374597285,15.016966114115597,-21.168968475900673,2.759791792378032,-7.213910426588906,10.635876854227583,-13.247041057882768,13.806227279379177,-5.92396574694084,-9.730449486187853
-12.689062334775949,-24.99308104005045,7.001186426021633,11.93125688262191,15.309962960370056,11.523571959000444,-3.2827902797099697,5.142088238489588,4.180427900701371,1.4663881058336228,8.783114462332504,-9.221872367242055,11.037751408501297,-4.615777937253543,-11.829774893200314,19.73900559904227,0.7498741082005904,13.564319265162375,9.187729768300526,-1.8359576516752885
