0,1,2,3,4,5,6,7
3538.5309028255283,741.8510571789375,572.721165380181,194.89688424858616,-0.01718088767456624,-0.01336613291026177,0.017531078398730172,0.1445499975565691
3009.014627624147,597.7240116728344,586.8354994066286,160.82718094037372,0.11927150627870453,0.37776285435952234,0.04059457757683113,-0.10647133238332535
2916.8858344965565,496.95232609301684,442.32590382773526,157.48450142852718,-0.027086261837537113,-0.008952124111688078,-0.05071067817279275,0.09439021292501279
2652.135490775999,502.08935819795283,279.6307200734476,95.04136662235311,0.09971735849663123,0.018174442827976506,-0.05951807707618029,-0.13571714911136598
3390.4831561662513,521.8540111775117,511.0351518748498,103.53440692763762,0.04575384271358809,0.006755317338814544,-0.05611065979599817,-0.01143658902912873
2894.0262261242374,638.7665814180114,472.88035017426404,139.77646856663432,0.20597767275074602,-0.0018108016477175804,0.22972506428850864,-0.38974865141360715
4072.0195389724613,967.8536763743017,933.609234551209,363.41863964117056,-0.14812473362068918,-0.19399673314393354,-0.3069827359264684,-0.11472975459460552
3115.220369301199,755.1391794383625,578.8246469057738,306.4742747384083,0.11194946610911198,0.26245349098430554,0.32702786296947695,0.19296912165060948
3758.9121996636454,969.3445521233061,592.9959569745866,202.84790652878775,-0.40573602479801707,-0.4806860950631052,-0.670328070315634,-0.7145800902982065
3202.5734487268564,659.6289516687486,481.82446427511763,145.7753098377464,-0.1697274131449115,-0.0009502172357818551,0.11780703483302421,0.06867562717226726
2730.92608688062,541.9400779630429,387.7442246252622,117.49972418591433,0.0006568496227594206,-0.08827072235549749,0.4219884126928966,0.12690105374916988
1710.0909274963838,386.45275279996656,180.1019653750545,66.55397156078152,-0.25767731935194493,0.0026158933152867735,0.29610882837118674,0.45358472388741244
3900.046505544333,672.4510282920749,671.2201954302672,152.24480847001962,0.40184015552410385,0.39771271815121617,0.9198802805094294,0.3845508597610716
3420.1188917497593,633.1838038293145,520.85672063437,166.45075660427105,0.2756920647002318,0.23100729026718664,0.338735294012262,0.338250193939742
3917.785904929284,1000.4562504380649,649.656085871332,238.85572341409636,0.21855174340029462,0.5358163865161703,0.30966669040794975,0.07602686634380595
4040.7877496901433,784.6675157373945,689.8550688791651,184.73863875478827,0.12870362904798366,0.18707337315442962,-0.14675077187945054,0.17246074472878203
3083.2769539966343,542.7122883689003,426.2950698330297,127.61931300428446,-0.05916144910829682,-0.09429289530221174,-0.011958111932466008,0.002417039144294324
3440.7715764767213,307.2792402119606,512.3232641052891,49.724873972305375,-0.043217164497033916,-0.018092045159688777,-0.15194958921699614,-0.1254163716285971
3876.0757882959574,879.6604879203043,626.3044676998534,286.32074001502724,0.025492487830675984,0.09070401045791937,0.2528876569746673,0.1878902657626565
2937.1675648909177,479.24174044028825,409.4865095534092,95.99704782760037,-0.28317187533423593,-0.21676592859311067,-0.3406747023714827,0.1811380364221292
4214.406273142437,967.7513597969414,873.248894374907,424.47726560380295,0.09068637515362746,0.02373339910563014,0.21351844195209907,0.1398749173371759
