0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.11264864565920418,0.6452252964426878,2062.9261759297224,0.6452252964426878,0.8239841250475521,7.959217391304347,5.680664117785746,2.278553273518602,2.6903450644085454,0.059526709967125155,0.8269918713862907,-0.48346954534992553,0.817590555308161,1.0497452459424461,0.11975901288881252,0.807304347826087,2082.802564059941,0.807304347826087,0.8481691341906177,8.006608695652172,5.728648535886849,2.3109264029143746,2.7743073837556174,0.06524890506915325,0.9070826956805098,0.5312753778729168,0.8482585489646156,1.064979126074951
0.11190915777468795,0.5440237154150197,1262.4575977674358,0.5440237154150197,0.8410264124622182,6.314743083003952,4.0990526497011395,2.2156904333028136,2.5832695304484337,0.06373389640296119,0.768355490371272,-0.5000550664526158,0.8185523632251922,0.9800922036341155,0.12317046965270509,0.6682371541501976,1278.428638096453,0.6682371541501976,0.8723106254359452,6.338498023715415,4.136714297832065,2.2450005414622165,2.6737719697859044,0.07168048234288484,0.8499190497561443,0.5672428410369929,0.8579382880179789,0.9837133349760718
0.09848350700682718,0.624411067193676,2587.976792199805,0.624411067193676,0.8373140170950913,7.303810276679842,4.939862827666446,2.3639474490133954,2.7492545451685424,0.06276879297777321,0.7856986480169095,-0.5190612645300656,0.8518084929344467,1.021226302213773,0.10828409204955552,1.006513833992095,2612.742077183718,1.006513833992095,0.870354243199256,7.333818181818182,5.0048082919407975,2.3947728028582116,2.8774436141580777,0.0710965818824585,0.9124011096743605,0.5914186160229807,0.8886742305722766,1.031319871744898
0.1668813279382587,0.5684822134387352,1342.3978067407124,0.5684822134387352,0.8749873498451504,8.82103557312253,6.779472768155281,2.041562804967248,2.3089444158254717,0.07349355052302914,0.6641422611809626,-0.5746262300684433,0.8422591032403723,1.2643622873381242,0.17691156381133905,1.0406324110671936,1361.8101166960967,1.0406324110671936,0.9034529644268775,8.847146245059289,6.835506702162424,2.072266701433422,2.4246599155634363,0.08092395676500848,0.7930751162447376,0.6495138664739843,0.8769622059252895,1.3391210893287784
0.14384749569591776,0.5725217391304349,1800.1935839969353,0.5725217391304349,0.8343792964069179,10.05981027667984,7.9142018631421145,2.1456084135377274,2.484762144176777,0.06201421444752189,0.7766738900280971,-0.49400926182996685,0.800724323650375,1.2579261186735118,0.1567362439656923,0.9045375494071146,1820.1761413946547,0.9045375494071146,0.863402371541502,10.085090909090908,7.967609580152776,2.1875608255125,2.6059460053363646,0.06951404471246232,0.9034697882979217,0.5535534982077395,0.837729656468243,1.3366156339317645
0.12186948747832337,0.6636758893280632,1416.1738240654138,0.6636758893280632,0.8273471502493497,8.363517786561264,6.167105812571904,2.196411973989361,2.6064190735482002,0.06037814723375954,0.8062135475826971,-0.4493868485406085,0.7733829849281769,1.188994388361876,0.13768879651299037,1.0582134387351778,1426.574488530508,1.0582134387351778,0.8750392491036991,8.377865612648222,6.2177922529244745,2.228597364364936,2.7779985616505822,0.0720481823493571,0.956787343981904,0.5580272952643331,0.8456986907768511,1.2012572427540493
0.05343471124373135,1.4048458498023715,7736.786840854823,1.4048458498023715,0.714516307777382,9.305667984189723,6.715825871650815,2.5898421125389075,3.337358754185371,0.038796607637765226,1.1261211171826369,-0.32701544041530406,0.7254907183266399,1.0748513149858625,0.058657366807792655,1.8707667984189724,7904.793251245403,1.8707667984189724,0.7469049798891231,9.339920948616601,6.75495159138911,2.6047343946950936,3.4197476852324407,0.04380259324246814,1.2172897949132493,0.3768258732576818,0.7774661269811435,1.0882193235073396
0.09239272339827212,0.9089802371541502,1919.3607804734704,0.9089802371541502,0.7860008198064463,8.645312252964427,6.352792944718402,2.2925193082460256,2.8567937327656843,0.051067827568891,0.9413091693882296,-0.36970701616961854,0.7238175230204965,1.1433931262688866,0.09825548782202505,1.1736284584980237,1933.8473102015007,1.1736284584980237,0.8118892555181048,8.663335968379446,6.382381262977578,2.299722807218748,2.94218940234706,0.05622797649437693,1.018906592705269,0.426981716483843,0.7757992752509183,1.1568656795674657
0.0923702520583043,0.6479051383399209,4192.667612033063,0.6479051383399209,0.841953810906036,8.749486166007905,6.334915836036265,2.4145703299716397,2.7886752538514274,0.06397112489984669,0.7701282450925393,-0.5336254967309657,0.866805264927607,1.1482493112161127,0.10092250177318815,0.8710830039525691,4210.831084004746,0.8710830039525691,0.8755427753831846,8.793391304347825,6.386128635731716,2.455641465390748,2.89134198823223,0.0729079143066935,0.8547284665439178,0.5979592886187158,0.8967235789586091,1.162413318620307
0.173535641550407,0.7506245059288538,909.1277195493637,0.7506245059288538,0.8610358408744087,6.4706086956521744,4.417209072416699,2.053399623235475,2.3717592900597384,0.07063404778345903,0.7461319867421801,-0.5417746951753378,0.8251533099424113,1.1243493051830096,0.1848387300535862,1.340711462450593,935.9632353414327,1.340711462450593,0.8908356157563319,6.49501976284585,4.471746263276,2.1050378385213238,2.5070969744848717,0.07799544715810051,0.8950149312571074,0.6173609773892685,0.8664582018463789,1.1505335958891718
