0,1,2,3
0.4810700559105815,0.45235600265039094,0.5519862982615256,0.5091726374265292
0.4197243402798297,0.5256538450134876,0.6081500667347978,0.42151276342438215
0.6468954934561313,0.43146770311745286,0.4289999956502678,0.45969647099446825
0.631408239338722,0.32406431815868614,0.5325909775977972,0.46114293182585336
0.4910411137328838,0.46246627770128074,0.5716179712494232,0.46717926062463927
0.6806594071388005,0.4615107548885596,0.35113048980656025,0.4476806604309076
0.609385520006663,0.48396467153835804,0.43510954443872796,0.45288758985790367
0.5630721353352867,0.47254771365895437,0.478281404729243,0.4805156882089047
0.511255800215544,0.3500354720077854,0.4540337913672049,0.6402702487067256
0.7337691728870092,0.35082261556033634,0.44537732560377963,0.3743598952480673
0.6288703535084181,0.4349197335617695,0.5024021709753259,0.40368175885966934
0.5744866898535481,0.3953731755011256,0.5505068410327919,0.45889793337011864
0.617535550071152,0.3366924765954837,0.4254093743616553,0.5694865097678297
0.5756303899629953,0.4563364559290246,0.47434613676530546,0.4851828888955352
0.6168115899734579,0.44730239430264324,0.5075922628813017,0.40226126483739066
0.5104987103161422,0.42489110470457697,0.5154213734691648,0.5414789226550186
0.6718771263670893,0.31708882496074264,0.4905091554017144,0.4554520530383133
0.498976564587826,0.47741089477899373,0.6208412288425869,0.37102209382687473
0.5071228393706418,0.46746390099865387,0.5037460048981504,0.5201383369844332
0.5033382936283994,0.4986643471321179,0.4531148593132405,0.5409910861891274
0.45757276070587277,0.526267641403104,0.5582034013299293,0.4495314238356623
0.4434170666955032,0.43141049060516345,0.6354710672628292,0.461998718862735
0.6015306448548893,0.44298792418175026,0.48264954179311303,0.4571345558328564
0.5722998568742127,0.5647226710357062,0.4744652464464799,0.35839072051956716
0.42351087729165865,0.40980674813501217,0.559670348168303,0.5826371661504499
0.5658916440248811,0.3480320213236972,0.5142737756614242,0.5423678115661935
0.5683057871920734,0.3908737740215166,0.5136229617645649,0.5103309496536249
0.5793269779427327,0.32371149586202097,0.43574093811687764,0.608046836126574
0.47696418788533634,0.42668518091742297,0.6468696525123369,0.4147343396909838
0.5682438517944634,0.47671541824195895,0.5258155805913178,0.4163643958308652
0.4545586326808072,0.5869249337826195,0.542128813506157,0.3936901333866893
0.49842163847221815,0.5361339177785314,0.5877860267082146,0.3444472083159954
0.3320529383778923,0.5165168909335679,0.6404641838753251,0.4612556521798321
0.6869530676541291,0.3922239377951191,0.37536563731925454,0.48306987463614603
0.6291562352712293,0.4736834834086121,0.4114740218476863,0.45877610934932783
0.7074553184248812,0.3978549094874236,0.3789138226022676,0.44457030767927036
0.5581476604377085,0.4058065982539947,0.4234105144423591,0.5869546236474249
0.6067986453538983,0.4004285010108075,0.47508515427716014,0.4957282680666481
0.6599894675641801,0.3798143689442377,0.39548723553308224,0.5135608964652983
0.6309604642947931,0.40718285282854016,0.4415374881845258,0.49105566220848146
0.6378925790144039,0.4534711112125486,0.4859551640264588,0.38897890365677484
0.6713815884483917,0.4329795324884309,0.44726132558392745,0.4021601593588333
0.535202974786851,0.4840973178654211,0.4985199418585187,0.480297231081119
0.4674930239341801,0.47791924912934675,0.43074753662596915,0.6062178020935849
