epoch,accuracy,loss
0,0.9375,0.23391878884285688
1,0.9375,0.2325628517816464
2,0.9375,0.23059427551925182
3,0.9375,0.22711373586207628
4,0.9375,0.22154723790784678
5,0.9375,0.2130632270127535
6,0.9375,0.20248953346163034
7,0.9375,0.18801617079103985
8,0.9401042,0.17402310653900108
9,0.94140625,0.15819932202187678
10,0.9427083,0.14361210299345353
11,0.94401044,0.1290667566160361
12,0.94661456,0.11575035056254517
13,0.953125,0.10262497452398141
14,0.9583333,0.09002406565317263
15,0.9635417,0.07943708106176928
16,0.97005206,0.07047485360332455
17,0.97786456,0.0620463196731483
18,0.9869792,0.055030455735201635
19,0.9895833,0.04839558544335887
20,0.9895833,0.04367298474244308
21,0.9921875,0.03809644389063275
22,0.9947917,0.03418513562549682
23,0.99869794,0.029459072931786068
24,1.0,0.026381692153033025
25,1.0,0.023667473347207608
26,1.0,0.02164783457556041
27,1.0,0.01903538650731207
28,1.0,0.017026085592685074
29,1.0,0.015182561971111378
30,1.0,0.013674421492396505
31,1.0,0.01221230358654187
32,1.0,0.011069206240184334
33,1.0,0.010152532857925204
34,1.0,0.009378392930860477
35,1.0,0.008387274434123052
36,1.0,0.00781465504830218
37,1.0,0.0070850640440767165
38,1.0,0.006396556817890087
39,1.0,0.005933088447212261
40,1.0,0.00542848779544632
41,1.0,0.005091595148466392
42,1.0,0.00470949992389554
43,1.0,0.00432743225807523
44,1.0,0.003989246243842596
45,1.0,0.0037907138753325853
46,1.0,0.0034288590585068355
47,1.0,0.0032976460080741767
48,1.0,0.003035494473124345
49,1.0,0.0028565652091856464
