0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3954,3449,3438,2265,685,374,3450,1811,4284,841,3839,2283,3795,202,1869,667,4293,3321,1576,3765,4254,3032,2155,4087,2007
